source_row_zero_based,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
18405,78LblAd8UBW9GUg9L0Xeld,Tom Papa,Human Mule,Whole Foods vs. Costco,22,201233,False,0.505,0.8,5,-14.198,0,0.95,0.773,0.0,0.688,0.241,86.967,4,comedy
18454,78LblAd8UBW9GUg9L0Xeld,Tom Papa,Human Mule,Whole Foods vs. Costco,22,201233,False,0.505,0.8,5,-14.198,0,0.95,0.773,0.0,0.688,0.241,86.967,4,comedy
18808,3JSltrBE2Pe4lSDOtH5rwO,Ryan Stout,Touché,Logic,20,149506,True,0.526,0.837,1,-8.339,0,0.901,0.738,2.01e-06,0.676,0.363,102.971,3,comedy
18830,4sKqId5IFr8A4CjmdtG01f,Rodney Carrington,Morning Wood,More Of A Man,21,160026,True,0.564,0.437,4,-14.237,1,0.161,0.616,0.0,0.337,0.747,175.27,4,comedy
18834,56KrcJePC8P582pi0P2agY,Gary Gulman,The Great Depresh,In Defense of Millenials,20,245876,True,0.506,0.767,2,-13.045,1,0.929,0.828,0.0,0.403,0.306,100.238,3,comedy
18861,3JSltrBE2Pe4lSDOtH5rwO,Ryan Stout,Touché,Logic,20,149506,True,0.526,0.837,1,-8.339,0,0.901,0.738,2.01e-06,0.676,0.363,102.971,3,comedy
18882,4sKqId5IFr8A4CjmdtG01f,Rodney Carrington,Morning Wood,More Of A Man,21,160026,True,0.564,0.437,4,-14.237,1,0.161,0.616,0.0,0.337,0.747,175.27,4,comedy
18883,56KrcJePC8P582pi0P2agY,Gary Gulman,The Great Depresh,In Defense of Millenials,20,245876,True,0.506,0.767,2,-13.045,1,0.929,0.828,0.0,0.403,0.306,100.238,3,comedy
20035,0kdIImE10HocARiLPkJmQ1,David Guetta;Becky Hill;Ella Henderson,Hit After Hit,Crazy What Love Can Do,0,169756,False,0.601,0.713,4,-3.758,0,0.0449,0.0282,0.0,0.158,0.464,122.872,4,dance
20038,0uzruYGkFgeSevF5kaWq7Y,David Guetta;Becky Hill;Ella Henderson,Daily Pop Mix,Crazy What Love Can Do,0,169756,False,0.601,0.713,4,-3.758,0,0.0449,0.0282,0.0,0.158,0.464,122.872,4,dance
20049,1bBIW9ldf7Ehk0oLeNeTj7,David Guetta;Chris Willis;Fergie;LMFAO,EDM Hits,Gettin' over You - Aviccii's Vocal Mix at Night,0,377013,False,0.624,0.81,1,-8.307,1,0.039,0.00269,0.0186,0.169,0.271,127.989,4,dance
20061,6IVJu4WfDBGvzTnutmc9Py,Bruno Mars;Anderson .Paak;Silk Sonic,Slow Down Soul,Love's Train,5,307014,False,0.71,0.625,6,-9.008,0,0.0295,0.029,1.1e-05,0.108,0.784,140.994,4,dance
20063,4xCM9zy2m4MfsC8EP00rBz,Bruno Mars;Anderson .Paak;Silk Sonic,Hip Hop & R'n'B,Smokin out the Window,0,197442,False,0.627,0.618,2,-8.529,1,0.0437,0.0558,0.0,0.351,0.848,82.03,4,dance
20065,4wvrMJx6Y1Vc5ZZ2KR518W,Bruno Mars;Anderson .Paak;Silk Sonic,New RnB,Skate,0,203122,False,0.708,0.598,5,-8.365,1,0.0291,0.037,0.0,0.17,0.698,112.027,4,dance
20069,04Rwlix3S6i0JeprqsC8Cx,Bruno Mars;Anderson .Paak;Silk Sonic,20's R'n'B,Love's Train,0,307014,False,0.71,0.625,6,-9.008,0,0.0295,0.029,1.1e-05,0.108,0.784,140.994,4,dance
20072,1COGvQEAtPxisowBQjZyZ1,Bruno Mars,Music for Rainy Days,It Will Rain,0,257720,False,0.572,0.835,2,-6.826,1,0.0516,0.337,0.0,0.082,0.468,150.014,4,dance
20082,0kdIImE10HocARiLPkJmQ1,David Guetta;Becky Hill;Ella Henderson,Hit After Hit,Crazy What Love Can Do,0,169756,False,0.601,0.713,4,-3.758,0,0.0449,0.0282,0.0,0.158,0.464,122.872,4,dance
20085,0uzruYGkFgeSevF5kaWq7Y,David Guetta;Becky Hill;Ella Henderson,Daily Pop Mix,Crazy What Love Can Do,0,169756,False,0.601,0.713,4,-3.758,0,0.0449,0.0282,0.0,0.158,0.464,122.872,4,dance
20099,1bBIW9ldf7Ehk0oLeNeTj7,David Guetta;Chris Willis;Fergie;LMFAO,EDM Hits,Gettin' over You - Aviccii's Vocal Mix at Night,0,377013,False,0.624,0.81,1,-8.307,1,0.039,0.00269,0.0186,0.169,0.271,127.989,4,dance
20110,6IVJu4WfDBGvzTnutmc9Py,Bruno Mars;Anderson .Paak;Silk Sonic,Slow Down Soul,Love's Train,5,307014,False,0.71,0.625,6,-9.008,0,0.0295,0.029,1.1e-05,0.108,0.784,140.994,4,dance
20111,4xCM9zy2m4MfsC8EP00rBz,Bruno Mars;Anderson .Paak;Silk Sonic,Hip Hop & R'n'B,Smokin out the Window,0,197442,False,0.627,0.618,2,-8.529,1,0.0437,0.0558,0.0,0.351,0.848,82.03,4,dance
20117,4wvrMJx6Y1Vc5ZZ2KR518W,Bruno Mars;Anderson .Paak;Silk Sonic,New RnB,Skate,0,203122,False,0.708,0.598,5,-8.365,1,0.0291,0.037,0.0,0.17,0.698,112.027,4,dance
20139,04Rwlix3S6i0JeprqsC8Cx,Bruno Mars;Anderson .Paak;Silk Sonic,20's R'n'B,Love's Train,0,307014,False,0.71,0.625,6,-9.008,0,0.0295,0.029,1.1e-05,0.108,0.784,140.994,4,dance
20147,1COGvQEAtPxisowBQjZyZ1,Bruno Mars,Music for Rainy Days,It Will Rain,0,257720,False,0.572,0.835,2,-6.826,1,0.0516,0.337,0.0,0.082,0.468,150.014,4,dance
20183,4FFtbSBa31aw38ld7zW73Z,Lady Gaga,Halloween Party 2022,Poker Face,0,238906,False,0.851,0.818,4,-4.637,1,0.0789,0.112,2.94e-06,0.0945,0.808,119.006,4,dance
20204,3IPpVTudk50Hj4VThfdzBP,Sia,Merry Christmas,Snowman,3,165906,False,0.716,0.511,1,-6.257,1,0.0332,0.483,0.0,0.0928,0.324,104.964,3,dance
20206,0GDAt9fPbs9tPqg2n4ne5u,Charlie Puth;Jung Kook,New Arrivals,Left and Right,0,154486,False,0.881,0.592,2,-4.898,1,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,4,dance
20209,40z4EMfyGwTp5Tk48mu7Os,Charlie Puth,Music for Rainy Days,One Call Away,0,194453,False,0.667,0.613,1,-5.353,1,0.0345,0.4,0.0,0.115,0.472,91.024,4,dance
20247,4FFtbSBa31aw38ld7zW73Z,Lady Gaga,Halloween Party 2022,Poker Face,0,238906,False,0.851,0.818,4,-4.637,1,0.0789,0.112,2.94e-06,0.0945,0.808,119.006,4,dance
20263,3IPpVTudk50Hj4VThfdzBP,Sia,Merry Christmas,Snowman,3,165906,False,0.716,0.511,1,-6.257,1,0.0332,0.483,0.0,0.0928,0.324,104.964,3,dance
20277,0GDAt9fPbs9tPqg2n4ne5u,Charlie Puth;Jung Kook,New Arrivals,Left and Right,0,154486,False,0.881,0.592,2,-4.898,1,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,4,dance
20286,40z4EMfyGwTp5Tk48mu7Os,Charlie Puth,Music for Rainy Days,One Call Away,0,194453,False,0.667,0.613,1,-5.353,1,0.0345,0.4,0.0,0.115,0.472,91.024,4,dance
20309,0tkxzOtc2gvIueuXNFLyfZ,Bebe Rexha;Pink Sweat$;Lunay,20's R'n'B,On the Go,0,179397,False,0.716,0.709,11,-4.683,0,0.0529,0.0749,0.00261,0.182,0.434,100.059,4,dance
20313,6X17fdWVg6fsBPafs32JJi,Bebe Rexha;Pink Sweat$;Lunay,Midnight Music,On the Go,0,179397,False,0.716,0.709,11,-4.683,0,0.0529,0.0749,0.00261,0.182,0.434,100.059,4,dance
20344,2xD97n8xCT3uAQ2Y9O7fcN,Bebe Rexha;David Guetta,EDM Hits,Last Hurrah - David Guetta Remix,0,191868,False,0.682,0.711,11,-6.956,0,0.0534,0.105,1.83e-06,0.21,0.597,91.033,4,dance
20369,0tkxzOtc2gvIueuXNFLyfZ,Bebe Rexha;Pink Sweat$;Lunay,20's R'n'B,On the Go,0,179397,False,0.716,0.709,11,-4.683,0,0.0529,0.0749,0.00261,0.182,0.434,100.059,4,dance
20371,6X17fdWVg6fsBPafs32JJi,Bebe Rexha;Pink Sweat$;Lunay,Midnight Music,On the Go,0,179397,False,0.716,0.709,11,-4.683,0,0.0529,0.0749,0.00261,0.182,0.434,100.059,4,dance
20381,0EpO6LZgIlxTUHE2e1ckCa,Tiësto;Ava Max,Hit After Hit,The Motto,0,164818,False,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,4,dance
20388,4e5s77PZaf4ulqs5bFeik9,Tiësto;Charli XCX,Brandneu Dance,Hot in It,0,129817,False,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,4,dance
20397,2xD97n8xCT3uAQ2Y9O7fcN,Bebe Rexha;David Guetta,EDM Hits,Last Hurrah - David Guetta Remix,0,191868,False,0.682,0.711,11,-6.956,0,0.0534,0.105,1.83e-06,0.21,0.597,91.033,4,dance
20432,0EpO6LZgIlxTUHE2e1ckCa,Tiësto;Ava Max,Hit After Hit,The Motto,0,164818,False,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,4,dance
20438,4e5s77PZaf4ulqs5bFeik9,Tiësto;Charli XCX,Brandneu Dance,Hot in It,0,129817,False,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,4,dance
20446,3TQmLgeTRbZfabmAEC4Mbe,Kim Petras,Halloween Songs | Witches Hour,There Will Be Blood,2,197651,False,0.563,0.879,0,-4.735,0,0.0907,0.00125,1.76e-05,0.166,0.602,107.013,4,dance
20459,2bIllkzKKCotWs0AuCsIoh,Burna Boy;Wizkid,2Step - Pop R'n'B,B. D’OR,2,189800,False,0.873,0.658,4,-8.031,0,0.108,0.00858,0.0061,0.0999,0.483,104.033,4,dance
20460,7BDQlgM0pemXy3b4AbpBEp,Burna Boy,Good Vibes,Last Last,1,172342,False,0.795,0.565,3,-4.457,0,0.0948,0.131,0.0,0.0802,0.55,87.925,4,dance
20466,5gk0dcTvWZGg7Tlq8PEfNe,Burna Boy;Stormzy,New RnB,Real Life,0,197933,True,0.594,0.568,0,-7.268,1,0.0701,0.147,4.01e-05,0.339,0.407,132.348,5,dance
20470,41cDKFuTigPfBWyLYQKMsO,Burna Boy,New Arrivals,Last Last,0,172342,False,0.795,0.565,3,-4.457,0,0.0948,0.131,0.0,0.0802,0.55,87.925,4,dance
20472,7lvUf1BLEZuuwhbc9xeR12,Burna Boy,Pop Hits Now,Last Last,0,172342,False,0.795,0.565,3,-4.457,0,0.0948,0.131,0.0,0.0802,0.55,87.925,4,dance
20474,2qSnqsLv7b9GbWFhyZJwMM,Burna Boy;Blxst;Kehlani,The Look - R&B Feels,Solid,0,195134,True,0.554,0.509,1,-9.429,1,0.339,0.149,1.86e-05,0.094,0.718,199.874,4,dance
20477,2cFjQQ33h8NiQAKqpJGhgd,Burna Boy,20's R'n'B,Last Last,0,172342,False,0.795,0.565,3,-4.457,0,0.0948,0.131,0.0,0.0802,0.55,87.925,4,dance
20478,0t1CW2tjQq45DEdo7thJo1,Burna Boy,Hip Hop & R'n'B,Last Last,0,172342,False,0.795,0.565,3,-4.457,0,0.0948,0.131,0.0,0.0802,0.55,87.925,4,dance
20480,6WzN3h2OjVhmBwnkUNNiGz,Burna Boy;Ed Sheeran,All That Really Matters - Just Hits,For My Hand,0,159123,False,0.87,0.479,9,-7.779,1,0.165,0.161,0.000157,0.209,0.717,104.059,4,dance
20487,61f7OTlfrjrZqZc8YZtNGd,Burna Boy;Stormzy,CruiseControl: How I Met The Biggest Bird (DJ Mix),Real Life (Mixed),4,124000,True,0.437,0.592,0,-9.726,1,0.299,0.181,6.45e-06,0.331,0.632,75.493,3,dance
20490,3TQmLgeTRbZfabmAEC4Mbe,Kim Petras,Halloween Songs | Witches Hour,There Will Be Blood,2,197651,False,0.563,0.879,0,-4.735,0,0.0907,0.00125,1.76e-05,0.166,0.602,107.013,4,dance
20491,323uxL7lyIOJhkpzZMW5iD,Burna Boy;Lily Allen,Am I Ready - Pop Night Out,Heaven's Gate,0,202446,True,0.845,0.854,4,-5.897,0,0.197,0.0376,1.45e-05,0.343,0.636,102.008,4,dance
20504,2bIllkzKKCotWs0AuCsIoh,Burna Boy;Wizkid,2Step - Pop R'n'B,B. D’OR,2,189800,False,0.873,0.658,4,-8.031,0,0.108,0.00858,0.0061,0.0999,0.483,104.033,4,dance
20505,7BDQlgM0pemXy3b4AbpBEp,Burna Boy,Good Vibes,Last Last,1,172342,False,0.795,0.565,3,-4.457,0,0.0948,0.131,0.0,0.0802,0.55,87.925,4,dance
20509,5gk0dcTvWZGg7Tlq8PEfNe,Burna Boy;Stormzy,New RnB,Real Life,0,197933,True,0.594,0.568,0,-7.268,1,0.0701,0.147,4.01e-05,0.339,0.407,132.348,5,dance
20513,7lvUf1BLEZuuwhbc9xeR12,Burna Boy,Pop Hits Now,Last Last,0,172342,False,0.795,0.565,3,-4.457,0,0.0948,0.131,0.0,0.0802,0.55,87.925,4,dance
20515,41cDKFuTigPfBWyLYQKMsO,Burna Boy,New Arrivals,Last Last,0,172342,False,0.795,0.565,3,-4.457,0,0.0948,0.131,0.0,0.0802,0.55,87.925,4,dance
20516,2qSnqsLv7b9GbWFhyZJwMM,Burna Boy;Blxst;Kehlani,The Look - R&B Feels,Solid,0,195134,True,0.554,0.509,1,-9.429,1,0.339,0.149,1.86e-05,0.094,0.718,199.874,4,dance
20517,2cFjQQ33h8NiQAKqpJGhgd,Burna Boy,20's R'n'B,Last Last,0,172342,False,0.795,0.565,3,-4.457,0,0.0948,0.131,0.0,0.0802,0.55,87.925,4,dance
20518,0t1CW2tjQq45DEdo7thJo1,Burna Boy,Hip Hop & R'n'B,Last Last,0,172342,False,0.795,0.565,3,-4.457,0,0.0948,0.131,0.0,0.0802,0.55,87.925,4,dance
20519,6WzN3h2OjVhmBwnkUNNiGz,Burna Boy;Ed Sheeran,All That Really Matters - Just Hits,For My Hand,0,159123,False,0.87,0.479,9,-7.779,1,0.165,0.161,0.000157,0.209,0.717,104.059,4,dance
20533,61f7OTlfrjrZqZc8YZtNGd,Burna Boy;Stormzy,CruiseControl: How I Met The Biggest Bird (DJ Mix),Real Life (Mixed),4,124000,True,0.437,0.592,0,-9.726,1,0.299,0.181,6.45e-06,0.331,0.632,75.493,3,dance
20537,323uxL7lyIOJhkpzZMW5iD,Burna Boy;Lily Allen,Am I Ready - Pop Night Out,Heaven's Gate,0,202446,True,0.845,0.854,4,-5.897,0,0.197,0.0376,1.45e-05,0.343,0.636,102.008,4,dance
20545,1JaKuvkBdcr6ym021X2Pq6,Avicii;Agnes;Vargas & Lagola,pov: it's 2019,Tough Love,0,191248,False,0.402,0.755,8,-4.837,1,0.043,0.143,0.0,0.357,0.622,108.17,4,dance
20587,1JaKuvkBdcr6ym021X2Pq6,Avicii;Agnes;Vargas & Lagola,pov: it's 2019,Tough Love,0,191248,False,0.402,0.755,8,-4.837,1,0.043,0.143,0.0,0.357,0.622,108.17,4,dance
20591,6KDNxqCFmCGu0yd27xvnSG,Black Eyed Peas,Обратно в клас - pop,I Gotta Feeling,1,289493,False,0.746,0.793,0,-5.725,1,0.0265,0.0519,0.0,0.421,0.656,127.973,4,dance
20626,5fvESB5vBG8Rs3bYkNrbQX,Robin Schulz;Tom Walker,Back to School!,Sun Will Shine,0,201700,False,0.534,0.714,6,-6.347,0,0.0629,0.00633,0.0,0.0879,0.415,125.99,4,dance
20641,6KDNxqCFmCGu0yd27xvnSG,Black Eyed Peas,Обратно в клас - pop,I Gotta Feeling,1,289493,False,0.746,0.793,0,-5.725,1,0.0265,0.0519,0.0,0.421,0.656,127.973,4,dance
20684,0XDo1WmF8c70NuTZcMP2FH,Robin Schulz;David Guetta,WORKOUT MOTIVATION,On Repeat,0,190217,False,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,4,dance
20693,5fvESB5vBG8Rs3bYkNrbQX,Robin Schulz;Tom Walker,Back to School!,Sun Will Shine,0,201700,False,0.534,0.714,6,-6.347,0,0.0629,0.00633,0.0,0.0879,0.415,125.99,4,dance
20735,0XDo1WmF8c70NuTZcMP2FH,Robin Schulz;David Guetta,WORKOUT MOTIVATION,On Repeat,0,190217,False,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,4,dance
20907,7795WJLVKJoAyVoOtCWqXN,Sam Smith,In The Lonely Hour,I'm Not The Only One,88,239316,False,0.677,0.485,5,-5.795,1,0.0361,0.529,2.04e-05,0.0766,0.493,82.001,4,dance
20941,5ECXNOI8OA9Or0JRogCqTK,Flo Rida,Feeling Good,Good Feeling,0,248133,False,0.706,0.89,1,-4.447,0,0.0687,0.0588,0.00288,0.305,0.685,128.012,4,dance
20950,7795WJLVKJoAyVoOtCWqXN,Sam Smith,In The Lonely Hour,I'm Not The Only One,88,239316,False,0.677,0.485,5,-5.795,1,0.0361,0.529,2.04e-05,0.0766,0.493,82.001,4,dance
20980,5ECXNOI8OA9Or0JRogCqTK,Flo Rida,Feeling Good,Good Feeling,0,248133,False,0.706,0.89,1,-4.447,0,0.0687,0.0588,0.00288,0.305,0.685,128.012,4,dance
21630,65VYeetBIq8z0vdDeoTw2l,Mavado,Gangsta For Life: The Symphony Of David Brooks,Squeeze Breast,28,174160,False,0.821,0.666,10,-7.129,0,0.135,0.222,0.0,0.14,0.582,123.815,4,dancehall
21686,65VYeetBIq8z0vdDeoTw2l,Mavado,Gangsta For Life: The Symphony Of David Brooks,Squeeze Breast,28,174160,False,0.821,0.666,10,-7.129,0,0.135,0.222,0.0,0.14,0.582,123.815,4,dancehall
22694,1tljL0wMsgPrmDz3KqpuDT,Nervosa,Perpetual Chaos,Kings of Domination,22,221007,False,0.461,0.933,9,-8.366,1,0.0447,4.05e-06,0.0447,0.13,0.12,139.982,4,death-metal
22748,1tljL0wMsgPrmDz3KqpuDT,Nervosa,Perpetual Chaos,Kings of Domination,22,221007,False,0.461,0.933,9,-8.366,1,0.0447,4.05e-06,0.0447,0.13,0.12,139.982,4,death-metal
23665,0RNdlFw9TaimQ6syL8rgCh,Seizo,Oh Baby,Oh Baby,55,159895,False,0.695,0.8,8,-5.011,1,0.0345,0.0278,0.00118,0.118,0.39,124.022,4,deep-house
23716,0RNdlFw9TaimQ6syL8rgCh,Seizo,Oh Baby,Oh Baby,55,159895,False,0.695,0.8,8,-5.011,1,0.0345,0.0278,0.00118,0.118,0.39,124.022,4,deep-house
23834,6WN6igAeshqOoQu0q2GoJG,Harold van Lennep,Liberation (Re-Edit),Liberation - Re-Edit,54,176156,False,0.656,0.759,3,-8.549,1,0.0926,0.313,0.849,0.135,0.313,103.015,4,deep-house
23883,6WN6igAeshqOoQu0q2GoJG,Harold van Lennep,Liberation (Re-Edit),Liberation - Re-Edit,54,176156,False,0.656,0.759,3,-8.549,1,0.0926,0.313,0.849,0.135,0.313,103.015,4,deep-house
24446,1rMc6JsBrfyLx2wgZGofcK,Theo Parrish,Wuddaji,Radar Detector,8,377286,False,0.798,0.753,1,-7.878,1,0.119,0.0253,0.934,0.106,0.492,121.764,4,detroit-techno
24493,1rMc6JsBrfyLx2wgZGofcK,Theo Parrish,Wuddaji,Radar Detector,8,377286,False,0.798,0.753,1,-7.878,1,0.119,0.0253,0.934,0.106,0.492,121.764,4,detroit-techno
24816,18QDw3hCsKrkPDyTme2kEJ,Aril Brikha,Forever Frost,Tundra - Original Mix,5,406000,False,0.749,0.862,5,-11.073,0,0.0476,0.0206,0.912,0.0312,0.896,125.995,4,detroit-techno
24872,18QDw3hCsKrkPDyTme2kEJ,Aril Brikha,Forever Frost,Tundra - Original Mix,5,406000,False,0.749,0.862,5,-11.073,0,0.0476,0.0206,0.912,0.0312,0.896,125.995,4,detroit-techno
26800,4CGNLY0PVsVGubWkee0lbO,Benny Martin;The Wong Janice,Lovely (Piano & Cello),Lovely - Piano & Cello,38,180931,False,0.307,0.152,4,-16.993,0,0.035,0.983,0.887,0.148,0.167,127.512,4,disney
26850,4CGNLY0PVsVGubWkee0lbO,Benny Martin;The Wong Janice,Lovely (Piano & Cello),Lovely - Piano & Cello,38,180931,False,0.307,0.152,4,-16.993,0,0.035,0.983,0.887,0.148,0.167,127.512,4,disney
27104,1jJiM8kiIRSZ95xhLmoQZr,Delta Heavy;Koven,FEEL,FEEL,52,220711,False,0.45,0.914,9,-0.513,0,0.0376,0.0121,0.000402,0.121,0.424,174.087,4,drum-and-bass
27156,1jJiM8kiIRSZ95xhLmoQZr,Delta Heavy;Koven,FEEL,FEEL,52,220711,False,0.45,0.914,9,-0.513,0,0.0376,0.0121,0.000402,0.121,0.424,174.087,4,drum-and-bass
27693,5fGYsQIipt0ZYwEtcedXDm,High Contrast,Tough Guys Don't Dance,Tread Softly,17,370986,False,0.44,0.968,10,-4.208,0,0.0842,6.56e-05,0.553,0.667,0.092,173.081,4,drum-and-bass
27704,5NOds8na1gzgwXlAo1eGoh,Friction;Poppy Baskcomb,I Need To Feel,I Need To Feel,48,216551,False,0.492,0.918,5,-3.801,0,0.0542,0.00885,0.000662,0.0682,0.0385,173.865,4,drum-and-bass
27730,3lClZfQVRdEHFDSA4LF34K,Netsky;Jimmy Jams,2 Deluxe,Squad Up,16,224639,False,0.513,0.961,7,-3.241,1,0.109,0.0152,2.13e-06,0.173,0.453,87.054,4,drum-and-bass
27743,5fGYsQIipt0ZYwEtcedXDm,High Contrast,Tough Guys Don't Dance,Tread Softly,17,370986,False,0.44,0.968,10,-4.208,0,0.0842,6.56e-05,0.553,0.667,0.092,173.081,4,drum-and-bass
27760,5NOds8na1gzgwXlAo1eGoh,Friction;Poppy Baskcomb,I Need To Feel,I Need To Feel,48,216551,False,0.492,0.918,5,-3.801,0,0.0542,0.00885,0.000662,0.0682,0.0385,173.865,4,drum-and-bass
27784,3lClZfQVRdEHFDSA4LF34K,Netsky;Jimmy Jams,2 Deluxe,Squad Up,16,224639,False,0.513,0.961,7,-3.241,1,0.109,0.0152,2.13e-06,0.173,0.453,87.054,4,drum-and-bass
28629,76Vru4DRz1zPrr1lpdVYaR,Tritonal,Tritonia 399,Tritonia (Tritonia 399) - Round Up,21,58197,False,0.381,0.78,2,-9.573,1,0.288,0.0318,0.0,0.428,0.244,73.557,5,dub
28676,76Vru4DRz1zPrr1lpdVYaR,Tritonal,Tritonia 399,Tritonia (Tritonia 399) - Round Up,21,58197,False,0.381,0.78,2,-9.573,1,0.288,0.0318,0.0,0.428,0.244,73.557,5,dub
29843,1v4wTGL3HAAUDcLjJXiQWG,Extra Terra,Convergence 2045,Cyberpunk,42,218259,False,0.597,0.92,11,-4.524,1,0.0553,0.000247,0.844,0.109,0.135,101.975,4,dubstep
29893,1v4wTGL3HAAUDcLjJXiQWG,Extra Terra,Convergence 2045,Cyberpunk,42,218259,False,0.597,0.92,11,-4.524,1,0.0553,0.000247,0.844,0.109,0.135,101.975,4,dubstep
30136,6j1yDGV547WxP9NZQ44pUd,Avicii,Autopilot,Wake Me Up - Radio Edit,1,246813,False,0.524,0.807,2,-4.16,1,0.0579,0.00415,0.000834,0.212,0.62,124.127,4,edm
30147,2MhZbxhjQf9WunW7Jc4kX4,Avicii,Electro sounds,Wake Me Up - Radio Edit,0,246813,False,0.524,0.807,2,-4.16,1,0.0579,0.00415,0.000834,0.212,0.62,124.127,4,edm
30173,6j1yDGV547WxP9NZQ44pUd,Avicii,Autopilot,Wake Me Up - Radio Edit,1,246813,False,0.524,0.807,2,-4.16,1,0.0579,0.00415,0.000834,0.212,0.62,124.127,4,edm
30194,5JDmVwlWTzbwpxm1Qx9oFh,Robin Schulz;David Guetta,From The Ashes - New Beats,On Repeat,0,190217,False,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,4,edm
30197,2MhZbxhjQf9WunW7Jc4kX4,Avicii,Electro sounds,Wake Me Up - Radio Edit,0,246813,False,0.524,0.807,2,-4.16,1,0.0579,0.00415,0.000834,0.212,0.62,124.127,4,edm
30249,5JDmVwlWTzbwpxm1Qx9oFh,Robin Schulz;David Guetta,From The Ashes - New Beats,On Repeat,0,190217,False,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,4,edm
30710,3jbAzLVcHiI5hYSkcKe1Ty,Martin Garrix;G-Eazy;Sasha Alex Sloan,Love Runs Out (feat. G-Eazy & Sasha Alex Sloan),Love Runs Out (feat. G-Eazy & Sasha Alex Sloan),63,164166,False,0.647,0.642,9,-7.306,0,0.0743,0.262,0.0,0.134,0.48,90.045,4,edm
30735,2SU8oUjV8T8BEKqJYbVFou,Rudimental;Anne-Marie;Tion Wayne,Hot Mix Pop,Come Over,1,206657,False,0.797,0.672,8,-6.135,1,0.0477,0.0442,0.0027,0.149,0.561,131.978,4,edm
30760,3jbAzLVcHiI5hYSkcKe1Ty,Martin Garrix;G-Eazy;Sasha Alex Sloan,Love Runs Out (feat. G-Eazy & Sasha Alex Sloan),Love Runs Out (feat. G-Eazy & Sasha Alex Sloan),63,164166,False,0.647,0.642,9,-7.306,0,0.0743,0.262,0.0,0.134,0.48,90.045,4,edm
30779,2SU8oUjV8T8BEKqJYbVFou,Rudimental;Anne-Marie;Tion Wayne,Hot Mix Pop,Come Over,1,206657,False,0.797,0.672,8,-6.135,1,0.0477,0.0442,0.0027,0.149,0.561,131.978,4,edm
30838,6IBcJbetgmkM0tLna5rq1q,twocolors,pov: it's 2021,Bloodstream,0,180619,False,0.586,0.715,11,-5.962,0,0.159,0.013,1.15e-06,0.54,0.59,120.971,4,edm
30859,7y3c1oJMY1CwwtOZ84Qovu,Regard;Years & Years,Hallucination,Hallucination,74,174794,True,0.687,0.788,6,-5.142,0,0.0352,0.0121,0.0,0.358,0.669,123.02,4,edm
30883,6IBcJbetgmkM0tLna5rq1q,twocolors,pov: it's 2021,Bloodstream,0,180619,False,0.586,0.715,11,-5.962,0,0.159,0.013,1.15e-06,0.54,0.59,120.971,4,edm
30916,7y3c1oJMY1CwwtOZ84Qovu,Regard;Years & Years,Hallucination,Hallucination,74,174794,True,0.687,0.788,6,-5.142,0,0.0352,0.0121,0.0,0.358,0.669,123.02,4,edm
31097,3dJjsWCy6ZwMfw5NbD226G,Wisin & Yandel;Anthony Santos,Reggeaton Imperdible,Noche De Sexo,1,205773,True,0.721,0.714,11,-5.436,0,0.234,0.107,0.0,0.562,0.506,94.002,4,electro
31141,3dJjsWCy6ZwMfw5NbD226G,Wisin & Yandel;Anthony Santos,Reggeaton Imperdible,Noche De Sexo,1,205773,True,0.721,0.714,11,-5.436,0,0.234,0.107,0.0,0.562,0.506,94.002,4,electro
31213,5y0nMZC5kF6uLYaLc97mSo,DJ Snake;J Balvin;Tyga,Fiesta portatil,Loco Contigo,0,185194,False,0.827,0.757,6,-2.985,0,0.0564,0.283,1.56e-06,0.102,0.374,95.983,4,electro
31281,5y0nMZC5kF6uLYaLc97mSo,DJ Snake;J Balvin;Tyga,Fiesta portatil,Loco Contigo,0,185194,False,0.827,0.757,6,-2.985,0,0.0564,0.283,1.56e-06,0.102,0.374,95.983,4,electro
34245,4bLCib4WnSGbkPTx6hln2x,Steely Dan,On air 70's Hits,Reelin' In The Years,0,275466,False,0.52,0.758,2,-9.92,1,0.0363,0.115,0.0,0.109,0.706,135.349,4,folk
34296,4bLCib4WnSGbkPTx6hln2x,Steely Dan,On air 70's Hits,Reelin' In The Years,0,275466,False,0.52,0.758,2,-9.92,1,0.0363,0.115,0.0,0.109,0.706,135.349,4,folk
